id,observed_on,url,image_url,description,latitude,longitude,geoprivacy,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
110799675,2022-04-08,https://www.inaturalist.org/observations/110799675,https://inaturalist-open-data.s3.amazonaws.com/photos/186969015/medium.jpg,,39.4459346948,-123.6969540696,,False,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522,General Salmonid
110932817,2021-12-10,https://www.inaturalist.org/observations/110932817,https://static.inaturalist.org/photos/187214029/medium.jpeg,,37.8070722222,-121.7452583333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
110932882,2021-09-23,https://www.inaturalist.org/observations/110932882,https://static.inaturalist.org/photos/187214210/medium.jpeg,,38.4164361111,-119.7492138889,,False,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596,Brook Trout
111095648,2022-04-09,https://www.inaturalist.org/observations/111095648,https://inaturalist-open-data.s3.amazonaws.com/photos/187502553/medium.jpg,,37.5746216667,-121.691445,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
111153584,2022-04-03,https://www.inaturalist.org/observations/111153584,https://static.inaturalist.org/photos/187606738/medium.jpg,"Found it by Quincy.
",39.9029583333,-120.7507333333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
111328740,2022-04-13,https://www.inaturalist.org/observations/111328740,https://inaturalist-open-data.s3.amazonaws.com/photos/187925979/medium.jpg,,37.8831783333,-122.2894366667,,False,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
111723451,2021-08-08,https://www.inaturalist.org/observations/111723451,https://inaturalist-open-data.s3.amazonaws.com/photos/188635754/medium.jpeg,,36.0876249254,-118.3667184939,,True,Pacific Salmons and Trouts,Oncorhynchus aguabonita,Golden Trout,Actinopterygii,68076,Golden Trout
112000157,2022-04-18,https://www.inaturalist.org/observations/112000157,https://inaturalist-open-data.s3.amazonaws.com/photos/189141568/medium.jpeg,,40.8770713806,-124.0593032837,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
112009528,2022-04-17,https://www.inaturalist.org/observations/112009528,https://inaturalist-open-data.s3.amazonaws.com/photos/189159915/medium.jpg,At Pico Blanco Scout Camp,36.3319366667,-121.7956383333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
112123532,2022-04-19,https://www.inaturalist.org/observations/112123532,https://inaturalist-open-data.s3.amazonaws.com/photos/189368174/medium.jpg,,37.0503971667,-122.2271633333,,False,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522,General Salmonid
112217411,2022-04-20,https://www.inaturalist.org/observations/112217411,https://inaturalist-open-data.s3.amazonaws.com/photos/189534832/medium.jpg,About 5-6” long. ,37.2534866667,-122.193655,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
